counter,VIPmin,VIPmax,VIPavg,VIPamount,VIPnumListings,daysSinceOnSale,hoursSinceOnSale,daysTillFest,hoursTillFest,totalAverage,totalListings
773,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.74275780092592,4314,15.215575532407408,365,SOLD OUT,SOLD OUT
774,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.77400226851853,4315,15.184331064814815,364,SOLD OUT,SOLD OUT
775,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.80525164351852,4315,15.153081689814815,364,SOLD OUT,SOLD OUT
776,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.83653427083334,4316,15.1217990625,363,SOLD OUT,SOLD OUT
777,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.86776239583332,4317,15.0905709375,362,SOLD OUT,SOLD OUT
778,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.89901331018518,4318,15.059320023148148,361,SOLD OUT,SOLD OUT
779,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.93028902777777,4318,15.028044305555555,361,SOLD OUT,SOLD OUT
780,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.9424967939815,4319,15.015836539351852,360,SOLD OUT,SOLD OUT
781,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,180.00500670138888,4320,14.953326631944444,359,SOLD OUT,SOLD OUT
782,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,180.06747769675925,4322,14.890855636574074,357,SOLD OUT,SOLD OUT
783,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,180.13000229166667,4323,14.828331041666667,356,SOLD OUT,SOLD OUT
784,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,180.1925134837963,4325,14.765819849537037,354,SOLD OUT,SOLD OUT
785,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,180.25501449074073,4326,14.703318842592592,353,SOLD OUT,SOLD OUT
786,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,180.31753462962962,4328,14.640798703703704,351,SOLD OUT,SOLD OUT
787,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,180.3800045486111,4329,14.578328784722222,350,SOLD OUT,SOLD OUT
788,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,180.44256394675926,4331,14.515769386574075,348,SOLD OUT,SOLD OUT
789,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,180.50502379629629,4332,14.453309537037038,347,SOLD OUT,SOLD OUT
790,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,180.5675329398148,4334,14.390800393518518,345,SOLD OUT,SOLD OUT
791,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,180.6300187037037,4335,14.328314629629629,344,SOLD OUT,SOLD OUT
792,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,180.6925237037037,4337,14.26580962962963,342,SOLD OUT,SOLD OUT
793,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,180.75501175925925,4338,14.203321574074074,341,SOLD OUT,SOLD OUT
794,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,180.8175088425926,4340,14.14082449074074,339,SOLD OUT,SOLD OUT
795,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,180.88003581018518,4341,14.078297523148148,338,SOLD OUT,SOLD OUT
796,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,180.94250894675926,4343,14.015824386574074,336,SOLD OUT,SOLD OUT
797,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,181.0051115162037,4344,13.953221817129629,335,SOLD OUT,SOLD OUT
798,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,181.06754583333333,4346,13.8907875,333,SOLD OUT,SOLD OUT
799,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,181.13010694444444,4347,13.828226388888888,332,SOLD OUT,SOLD OUT
800,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,181.19254238425927,4349,13.765790949074074,330,SOLD OUT,SOLD OUT
801,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,181.25501347222223,4350,13.703319861111112,329,SOLD OUT,SOLD OUT
802,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,181.3175650925926,4352,13.64076824074074,327,SOLD OUT,SOLD OUT
803,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,181.3800278587963,4353,13.578305474537038,326,SOLD OUT,SOLD OUT
804,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,181.4425946064815,4355,13.515738726851852,324,SOLD OUT,SOLD OUT
805,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,181.50505469907407,4356,13.45327863425926,323,SOLD OUT,SOLD OUT
806,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,181.56765818287036,4358,13.390675150462963,321,SOLD OUT,SOLD OUT
807,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,181.63004457175927,4359,13.328288761574074,320,SOLD OUT,SOLD OUT
808,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,181.69255954861111,4361,13.265773784722223,318,SOLD OUT,SOLD OUT
809,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,181.75506697916666,4362,13.203266354166667,317,SOLD OUT,SOLD OUT
810,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,181.81757015046296,4364,13.140763182870371,315,SOLD OUT,SOLD OUT
811,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,181.88002753472222,4365,13.078305798611112,314,SOLD OUT,SOLD OUT
812,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,181.94256408564814,4367,13.015769247685185,312,SOLD OUT,SOLD OUT
813,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,182.00506395833332,4368,12.953269375,311,SOLD OUT,SOLD OUT
814,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,182.06757711805557,4370,12.890756215277777,309,SOLD OUT,SOLD OUT
815,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,182.13003998842592,4371,12.828293344907408,308,SOLD OUT,SOLD OUT
816,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,182.19257818287036,4373,12.765755150462963,306,SOLD OUT,SOLD OUT
817,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,182.25505864583334,4374,12.7032746875,305,SOLD OUT,SOLD OUT
818,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,182.31757875,4376,12.640754583333333,303,SOLD OUT,SOLD OUT
819,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,182.38012136574073,4377,12.578211967592592,302,SOLD OUT,SOLD OUT
820,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,182.4425776736111,4379,12.515755659722222,300,SOLD OUT,SOLD OUT
821,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,182.5050617824074,4380,12.453271550925926,299,SOLD OUT,SOLD OUT
822,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,182.5675659837963,4382,12.390767349537038,297,SOLD OUT,SOLD OUT
823,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,182.63010010416667,4383,12.328233229166667,296,SOLD OUT,SOLD OUT
824,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,182.6925660300926,4385,12.265767303240741,294,SOLD OUT,SOLD OUT
825,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,182.7550625,4386,12.203270833333333,293,SOLD OUT,SOLD OUT
826,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,182.8176028935185,4388,12.140730439814815,291,SOLD OUT,SOLD OUT
827,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,182.88008940972222,4389,12.078243923611112,290,SOLD OUT,SOLD OUT
828,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,182.94259336805555,4391,12.015739965277778,288,SOLD OUT,SOLD OUT
829,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,183.00508814814816,4392,11.953245185185185,287,SOLD OUT,SOLD OUT
830,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,183.06758645833332,4394,11.890746875,285,SOLD OUT,SOLD OUT
831,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,183.13009868055556,4395,11.828234652777779,284,SOLD OUT,SOLD OUT
832,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,183.19260025462964,4397,11.765733078703704,282,SOLD OUT,SOLD OUT
833,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,183.25510440972224,4398,11.70322892361111,281,SOLD OUT,SOLD OUT
834,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,183.317606875,4400,11.640726458333333,279,SOLD OUT,SOLD OUT
835,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,183.3800763425926,4401,11.57825699074074,278,SOLD OUT,SOLD OUT
836,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,183.4425972685185,4403,11.515736064814815,276,SOLD OUT,SOLD OUT
837,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,183.50508586805555,4404,11.453247465277778,275,SOLD OUT,SOLD OUT
838,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,183.5675757175926,4406,11.39075761574074,273,SOLD OUT,SOLD OUT
839,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,183.63008958333333,4407,11.32824375,272,SOLD OUT,SOLD OUT
840,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,183.69262655092592,4409,11.265706782407408,270,SOLD OUT,SOLD OUT
841,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,183.7550939351852,4410,11.203239398148147,269,SOLD OUT,SOLD OUT
842,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,183.81763270833332,4412,11.140700625,267,SOLD OUT,SOLD OUT
843,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,183.880130625,4413,11.078202708333333,266,SOLD OUT,SOLD OUT
844,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,183.9425896875,4415,11.015743645833334,264,SOLD OUT,SOLD OUT
845,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,184.00511284722222,4416,10.95322048611111,263,SOLD OUT,SOLD OUT
846,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,184.06760979166665,4418,10.890723541666667,261,SOLD OUT,SOLD OUT
847,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,184.13013850694443,4419,10.82819482638889,260,SOLD OUT,SOLD OUT
848,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,184.1926112962963,4421,10.765722037037037,258,SOLD OUT,SOLD OUT
849,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,184.25513142361112,4422,10.703201909722223,257,SOLD OUT,SOLD OUT
850,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,184.31766340277778,4424,10.640669930555555,255,SOLD OUT,SOLD OUT
851,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,184.38015599537036,4425,10.578177337962963,254,SOLD OUT,SOLD OUT
852,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,184.44260646990742,4427,10.515726863425925,252,SOLD OUT,SOLD OUT
853,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,184.5051275462963,4428,10.453205787037037,251,SOLD OUT,SOLD OUT
854,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,184.56765196759258,4430,10.390681365740742,249,SOLD OUT,SOLD OUT
855,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,184.63014046296297,4431,10.328192870370371,248,SOLD OUT,SOLD OUT
856,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,184.69264252314815,4433,10.265690810185186,246,SOLD OUT,SOLD OUT
857,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,184.75514314814814,4434,10.203190185185186,245,SOLD OUT,SOLD OUT
858,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,184.8176220023148,4436,10.140711331018519,243,SOLD OUT,SOLD OUT
859,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,184.88013606481482,4437,10.078197268518519,242,SOLD OUT,SOLD OUT
860,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,184.94263520833334,4439,10.015698125,240,SOLD OUT,SOLD OUT
861,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,185.0051682523148,4440,9.953165081018518,239,SOLD OUT,SOLD OUT
862,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,185.06768163194445,4442,9.890651701388888,237,SOLD OUT,SOLD OUT
863,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,185.1301533912037,4443,9.82817994212963,236,SOLD OUT,SOLD OUT
864,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,185.19266582175925,4445,9.765667511574074,234,SOLD OUT,SOLD OUT
865,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,185.25515390046297,4446,9.703179432870371,233,SOLD OUT,SOLD OUT
866,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,185.31766506944444,4448,9.64066826388889,231,SOLD OUT,SOLD OUT
867,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,185.3801234722222,4449,9.57820986111111,230,SOLD OUT,SOLD OUT
868,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,185.44265613425927,4451,9.515677199074075,228,SOLD OUT,SOLD OUT
869,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,185.50516271990742,4452,9.453170613425925,227,SOLD OUT,SOLD OUT
870,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,185.56764560185186,4454,9.390687731481481,225,SOLD OUT,SOLD OUT
871,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,185.63014645833334,4455,9.328186875,224,SOLD OUT,SOLD OUT
872,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,185.69266658564814,4457,9.265666747685184,222,SOLD OUT,SOLD OUT
873,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,185.75513501157408,4458,9.20319832175926,221,SOLD OUT,SOLD OUT
874,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,185.81766005787037,4460,9.140673275462962,219,SOLD OUT,SOLD OUT
875,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,185.88016046296298,4461,9.07817287037037,218,SOLD OUT,SOLD OUT
876,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,185.9426726851852,4463,9.015660648148149,216,SOLD OUT,SOLD OUT
877,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,186.00525344907408,4464,8.953079884259258,215,SOLD OUT,SOLD OUT
878,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,186.0676735763889,4466,8.890659756944444,213,SOLD OUT,SOLD OUT
879,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,186.13017413194444,4467,8.828159201388889,212,SOLD OUT,SOLD OUT
880,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,186.1926408912037,4469,8.76569244212963,210,SOLD OUT,SOLD OUT
881,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,186.2551411111111,4470,8.703192222222222,209,SOLD OUT,SOLD OUT
882,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,186.31766594907407,4472,8.64066738425926,207,SOLD OUT,SOLD OUT
883,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,186.3801564236111,4473,8.578176909722222,206,SOLD OUT,SOLD OUT
884,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,186.44271702546297,4475,8.51561630787037,204,SOLD OUT,SOLD OUT
885,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,186.50518445601853,4476,8.453148877314815,203,SOLD OUT,SOLD OUT
886,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,186.56766876157408,4478,8.39066457175926,201,SOLD OUT,SOLD OUT
887,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,186.63018372685184,4479,8.328149606481482,200,SOLD OUT,SOLD OUT
888,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,186.6926997800926,4481,8.265633553240741,198,SOLD OUT,SOLD OUT
889,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,186.7551572800926,4482,8.20317605324074,197,SOLD OUT,SOLD OUT
890,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,186.81766269675927,4484,8.140670636574074,195,SOLD OUT,SOLD OUT
891,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,186.8801953125,4485,8.078138020833334,194,SOLD OUT,SOLD OUT
892,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,186.94266251157407,4487,8.01567082175926,192,SOLD OUT,SOLD OUT
893,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,187.00519359953702,4488,7.953139733796296,191,SOLD OUT,SOLD OUT
894,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,187.0676867939815,4490,7.8906465393518515,189,SOLD OUT,SOLD OUT
895,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,187.13020421296295,4491,7.82812912037037,188,SOLD OUT,SOLD OUT
896,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,187.19268658564815,4493,7.765646747685185,186,SOLD OUT,SOLD OUT
897,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,187.25520561342591,4494,7.703127719907408,185,SOLD OUT,SOLD OUT
898,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,187.31769591435184,4496,7.640637418981481,183,SOLD OUT,SOLD OUT
899,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,187.38019074074074,4497,7.5781425925925925,182,SOLD OUT,SOLD OUT
900,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,187.4427102662037,4499,7.51562306712963,180,SOLD OUT,SOLD OUT
901,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,187.5052110763889,4500,7.453122256944445,179,SOLD OUT,SOLD OUT
902,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,187.56769038194443,4502,7.390642951388889,177,SOLD OUT,SOLD OUT
903,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,187.63018011574073,4503,7.328153217592592,176,SOLD OUT,SOLD OUT
904,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,187.6927093402778,4505,7.265623993055556,174,SOLD OUT,SOLD OUT
905,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,187.7551904976852,4506,7.203142835648148,173,SOLD OUT,SOLD OUT
906,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,187.8177017013889,4508,7.140631631944444,171,SOLD OUT,SOLD OUT
907,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,187.88022219907407,4509,7.0781111342592595,170,SOLD OUT,SOLD OUT
908,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,187.94268791666667,4511,7.015645416666667,168,SOLD OUT,SOLD OUT
909,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,188.00519652777777,4512,6.953136805555555,167,SOLD OUT,SOLD OUT
910,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,188.06771258101853,4514,6.890620752314815,165,SOLD OUT,SOLD OUT
911,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,188.13021362268518,4515,6.828119710648148,164,SOLD OUT,SOLD OUT
912,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,188.19271930555556,4517,6.765614027777778,162,SOLD OUT,SOLD OUT
913,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,188.25522486111112,4518,6.7031084722222225,161,SOLD OUT,SOLD OUT
914,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,188.3176978587963,4520,6.640635474537037,159,SOLD OUT,SOLD OUT
915,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,188.38024350694445,4521,6.578089826388889,158,SOLD OUT,SOLD OUT
916,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,188.44273783564816,4523,6.515595497685185,156,SOLD OUT,SOLD OUT
917,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,188.50522131944444,4524,6.453112013888889,155,SOLD OUT,SOLD OUT
918,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,188.56774072916667,4526,6.390592604166667,153,SOLD OUT,SOLD OUT
919,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,188.63023496527777,4527,6.328098368055556,152,SOLD OUT,SOLD OUT
920,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,188.6927210763889,4529,6.265612256944444,150,SOLD OUT,SOLD OUT
921,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,188.75523829861112,4530,6.203095034722222,149,SOLD OUT,SOLD OUT
922,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,188.81774033564815,4532,6.140592997685185,147,SOLD OUT,SOLD OUT
923,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,188.88022375,4533,6.078109583333333,146,SOLD OUT,SOLD OUT
924,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,188.9427498726852,4535,6.015583460648148,144,SOLD OUT,SOLD OUT
925,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,189.00524274305556,4536,5.953090590277778,143,SOLD OUT,SOLD OUT
926,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,189.0677158449074,4538,5.890617488425926,141,SOLD OUT,SOLD OUT
927,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,189.13028945601852,4539,5.828043877314815,140,SOLD OUT,SOLD OUT
928,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,189.1927501851852,4541,5.765583148148148,138,SOLD OUT,SOLD OUT
929,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,189.25524814814815,4542,5.703085185185185,137,SOLD OUT,SOLD OUT
930,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,189.31786001157408,4544,5.640473321759259,135,SOLD OUT,SOLD OUT
931,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,189.3802608912037,4545,5.5780724421296295,134,SOLD OUT,SOLD OUT
932,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,189.44273002314816,4547,5.515603310185186,132,SOLD OUT,SOLD OUT
933,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,189.50526173611112,4548,5.453071597222222,131,SOLD OUT,SOLD OUT
934,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,189.56777216435185,4550,5.390561168981481,129,SOLD OUT,SOLD OUT
935,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,189.6302704861111,4551,5.328062847222222,128,SOLD OUT,SOLD OUT
